ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
17024,I am a student who is learning to code,"Not employed, and not looking for work",Some college/university study without earning a degree,,,2,,,C;C++;HTML/CSS;JavaScript;Python;Ruby;SQL,C;C++;C#;Dart;Go;HTML/CSS;JavaScript;Python;R;SQL,MariaDB;MongoDB;MySQL;SQLite,MariaDB;MongoDB;MySQL;SQLite,Docker,Heroku;IBM Cloud or Watson,Django,Angular/Angular.js;Django;React.js,,Linux-based,21.0,Man,Pandas,Flutter;Hadoop;Node.js;Pandas;React Native;Unity 3D;Unreal Engine,Contribute to open-source projects,
17160,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,15,15,"Developer, back-end;Developer, full-stack;DevOps specialist;Engineer, site reliability",27540.0,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,Go;JavaScript;PHP;Ruby;SQL;TypeScript;WebAssembly,MySQL;Redis,MySQL;Redis,AWS;Docker,AWS;Docker;Kubernetes;Slack,Express;Laravel;Vue.js,Express;Laravel;Vue.js,,MacOS,34.0,Man,Chef;Node.js,Chef;Node.js,Hobby,
17168,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,26,33,"Developer, back-end;Developer, full-stack;DevOps specialist",39336.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;WebAssembly,DynamoDB;MongoDB;Microsoft SQL Server;MySQL;SQLite,DynamoDB;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,AWS;Linux;Raspberry Pi,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,Express;jQuery,Django;Express;jQuery;React.js,,Linux-based,48.0,Man,Node.js,Ansible;Apache Spark;Node.js;React Native;TensorFlow,Contribute to open-source projects,
17188,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,2,8,"Developer, QA or test",7044.0,JavaScript;SQL,Go;JavaScript;TypeScript,Oracle,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Docker;Linux,AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Raspberry Pi,Express;jQuery,Express;jQuery;Laravel;React.js;Vue.js,,Linux-based,25.0,Man,Node.js,Node.js;React Native,,
17271,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",20,38,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",,HTML/CSS;Java;JavaScript;SQL;TypeScript;Other(s):,HTML/CSS;JavaScript;Python;TypeScript;Other(s):,Microsoft SQL Server;MySQL;Oracle,MongoDB,Heroku;Linux;Microsoft Azure,Android;AWS;Docker;Google Cloud Platform;Heroku;Microsoft Azure,Angular/Angular.js;Spring,Angular/Angular.js;Other(s):,,Linux-based,44.0,Man,Node.js,.NET Core;Node.js,Hobby;Contribute to open-source projects,
17296,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,2,8,"Developer, full-stack",15240.0,C#;HTML/CSS;Java;JavaScript;TypeScript,C#;Kotlin;R;Rust;TypeScript,Microsoft SQL Server;PostgreSQL,Firebase;Microsoft SQL Server,,,Angular/Angular.js;jQuery;Spring,Angular/Angular.js;React.js;Vue.js,,Windows,25.0,Man,.NET,Apache Spark;Flutter;Hadoop;.NET;.NET Core;Pandas;React Native;TensorFlow;Torch/PyTorch,Contribute to open-source projects,
17370,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,2,8,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",19123.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,Firebase;MongoDB;PostgreSQL;Redis;SQLite,,Android;Docker;Heroku;Linux;MacOS,,Express;React.js;Vue.js,Express;React.js;Vue.js,,Linux-based,,Man,Cordova;Node.js;React Native,Node.js;React Native,Hobby;Contribute to open-source projects,
17458,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,2,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile",9840.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Dart;HTML/CSS;JavaScript;SQL;TypeScript,Firebase;MariaDB;Microsoft SQL Server;MySQL;SQLite,MySQL;SQLite,Microsoft Azure,Android;Docker;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi,Angular/Angular.js;ASP.NET;jQuery,Angular/Angular.js;ASP.NET,,Windows,23.0,Man,.NET;.NET Core;Node.js;Xamarin,.NET Core;Node.js,Hobby;Contribute to open-source projects,
17470,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,4,12,"Developer, front-end",14748.0,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;SQL;TypeScript;WebAssembly,Go;HTML/CSS;JavaScript;TypeScript;WebAssembly,DynamoDB;Elasticsearch;MongoDB;PostgreSQL,Cassandra;Elasticsearch;MongoDB;PostgreSQL,Arduino;AWS;Heroku;MacOS;Slack,Arduino;AWS;Docker;Heroku;MacOS,Express;jQuery;React.js;Vue.js,Express;Vue.js,,MacOS,27.0,Man,,React Native;TensorFlow;Other(s):,Hobby;Contribute to open-source projects,
17528,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,"10,000 or more employees",1,3,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack;Student",,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL,Dart;Go;HTML/CSS;Java;JavaScript;Python,Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,DynamoDB;Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,AWS;Google Cloud Platform;Heroku;Kubernetes;Linux;Slack,AWS;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Slack,Angular/Angular.js;Django;Express;jQuery;React.js;Spring,Angular/Angular.js;ASP.NET;Django;Express;jQuery;React.js;Spring,,Linux-based,24.0,Man,.NET;Node.js;React Native,Apache Spark;Flutter;Node.js;React Native,Contribute to open-source projects,
17559,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,20 to 99 employees,2,5,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Student",10928.0,C++;JavaScript;Kotlin;PHP;TypeScript,C++;JavaScript;Kotlin;PHP;TypeScript,MongoDB,MongoDB,Android;Linux;Windows;WordPress,Android;Linux;Windows,Angular/Angular.js,Angular/Angular.js,,Windows,22.0,Man,Flutter;Node.js,Flutter;Node.js,Hobby;Contribute to open-source projects,
17600,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,,Less than 1 year,"Academic researcher;Developer, full-stack;Student;System administrator",,HTML/CSS,HTML/CSS;JavaScript;PHP;SQL,,MariaDB;MongoDB;Microsoft SQL Server;MySQL,Windows;WordPress,Android;AWS;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,,Angular/Angular.js;ASP.NET;Laravel;React.js,,Windows,,Man,Apache Spark,Apache Spark;.NET;Node.js;React Native;TensorFlow,Hobby,
17622,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,6,12,"Developer, back-end;DevOps specialist;System administrator",52452.0,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Other(s):,Python,MySQL;Redis,,AWS;Docker;Linux,AWS;Docker;Linux,Django,,,Linux-based,30.0,Man,Ansible,Ansible,Hobby;Contribute to open-source projects,
17636,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,4,10,"Developer, back-end;Developer, mobile",33444.0,JavaScript;Swift,JavaScript;Swift,PostgreSQL,PostgreSQL,AWS;iOS,AWS;iOS,Express,Express,,MacOS,27.0,Man,Node.js,Node.js,Contribute to open-source projects,
17647,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,2,4,"Academic researcher;Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Engineer, data;Scientist;Student;System administrator",11472.0,C;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;MySQL,MariaDB;MySQL,Android;Arduino;AWS;Linux;Windows,Android;Arduino;AWS;Linux;Raspberry Pi;Windows,Angular/Angular.js;jQuery;React.js;Vue.js,Angular/Angular.js;Django;jQuery;React.js;Vue.js,,Windows,23.0,Man,Node.js,Node.js;React Native,Hobby;Contribute to open-source projects,
17675,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,21,8,"Developer, front-end;Developer, mobile;Student",19992.0,C#;HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;TypeScript;WebAssembly;Other(s):,MySQL,MongoDB;MySQL,Linux;Windows;WordPress,Arduino;Docker;Raspberry Pi;Windows,Angular/Angular.js;jQuery;Vue.js,Angular/Angular.js;Express;React.js;Vue.js,,Windows,35.0,Man,,.NET;.NET Core;Node.js;React Native,,
17682,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",14,19,"Developer, full-stack;Developer, game or graphics;Developer, mobile",26232.0,C#;HTML/CSS;JavaScript;SQL,C++;C#;HTML/CSS;JavaScript;Rust;Swift;WebAssembly,Microsoft SQL Server;Oracle,MongoDB;Microsoft SQL Server;Redis,Docker;MacOS;Windows,Docker;iOS;MacOS;Microsoft Azure;Slack;Windows,ASP.NET,Angular/Angular.js;ASP.NET,,Windows,35.0,Man,.NET,.NET;.NET Core;Xamarin,Hobby,
17748,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,25,25,"Developer, mobile",,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Swift,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Swift,Firebase;MySQL;SQLite,Firebase;MySQL;SQLite,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Slack,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Slack,,,,MacOS,40.0,Man,Node.js,Node.js,Hobby;Contribute to open-source projects,
17758,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,10,11,"Developer, full-stack;Engineer, data;Engineering manager;Product manager;System administrator",,Assembly;Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript;Other(s):,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript;Other(s):,Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Firebase;MariaDB;MongoDB;MySQL,Android;AWS;Linux;Slack;Windows,AWS;Docker;Linux;Slack;Windows,Angular/Angular.js;jQuery;Laravel;Spring,Angular/Angular.js;Laravel,,Windows,33.0,Man,Cordova,Cordova;.NET Core;Node.js;Unity 3D;Unreal Engine;Xamarin,Hobby,
17906,I code primarily as a hobby,Employed part-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,,3,"Developer, front-end;Developer, mobile;Educator;Student",,Java,HTML/CSS;Java,MySQL,MySQL,Android,Android;iOS,,,,Linux-based,57.0,Man,,,Hobby;Contribute to open-source projects,
17967,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,12,"Data or business analyst;Developer, full-stack",17052.0,C#;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,C#;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL,Microsoft SQL Server;PostgreSQL,AWS;Docker;Windows,AWS;Docker;Windows,Angular/Angular.js;ASP.NET;Spring,Angular/Angular.js;ASP.NET;React.js;Spring,,Windows,28.0,Man,Cordova;.NET;.NET Core;Xamarin,Cordova;.NET Core;React Native;Xamarin,Hobby,
18137,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,8,19,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",72395.0,C;JavaScript;Rust;TypeScript,Kotlin;Rust;WebAssembly,PostgreSQL,PostgreSQL;SQLite,Docker;Linux;MacOS;Windows,Android;Docker;iOS;Linux;Raspberry Pi;Windows,React.js,React.js,,Linux-based,30.0,Man,Flutter;.NET;Node.js;React Native;Xamarin,Flutter,Hobby;Contribute to open-source projects,
18217,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,3,3,"Data or business analyst;Data scientist or machine learning specialist;Engineer, data",11796.0,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Python;R;SQL,Firebase;Microsoft SQL Server,MongoDB;Microsoft SQL Server,Android;iOS,,Angular/Angular.js,Django,,MacOS,23.0,Man,Cordova;Flutter,Pandas;TensorFlow,Hobby;Contribute to open-source projects,
18240,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,9,11,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",57372.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,MongoDB;PostgreSQL,AWS;Docker;Heroku;Kubernetes,AWS;Docker;Heroku;Kubernetes,Express;React.js,Express;React.js,,MacOS,28.0,Man,Node.js,Node.js;React Native;TensorFlow,Hobby;Contribute to open-source projects,
18438,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,4,8,"Academic researcher;Developer, back-end;Developer, mobile;Scientist",18036.0,Java;Kotlin;Python;Swift,Kotlin;Python;Swift,Firebase;PostgreSQL,Firebase;PostgreSQL,Android;AWS;Google Cloud Platform;Linux;Slack,Android;AWS;Google Cloud Platform;iOS;Linux;MacOS;Slack,Django,Django,,Linux-based,26.0,Man,,Flutter;React Native;TensorFlow,Hobby,
18446,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,5,6,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Marketing or sales professional",6552.0,C;HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;SQL;Other(s):,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Firebase;MongoDB;MySQL,Linux;Windows,Linux;Windows;WordPress,jQuery;Laravel,jQuery;Laravel;React.js;Vue.js,,Linux-based,24.0,Man,,Node.js;React Native,Contribute to open-source projects,
18503,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,25,25,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",14100.0,C#;Java;Kotlin;SQL,C#;Go;JavaScript;Kotlin,PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,Android;Windows,Android;iOS;Linux;Windows,,ASP.NET;React.js,,Linux-based,37.0,Man,.NET,.NET;.NET Core;React Native;Unity 3D;Unreal Engine;Xamarin,Hobby,
18583,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,2,8,"Developer, back-end;Developer, mobile",9012.0,Java;Python;SQL;Swift,Java;Kotlin;Python;Swift,Firebase;MongoDB;Oracle;PostgreSQL;SQLite,Cassandra;Elasticsearch;Firebase;PostgreSQL,Android;iOS;Linux;MacOS;Slack;Windows,Android;AWS;Docker;iOS;Linux;MacOS;Slack,Spring,,,Linux-based,26.0,Man,,Flutter;Node.js;Pandas;TensorFlow;Torch/PyTorch;Unity 3D,Hobby,
18785,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,7,8,"Developer, back-end;Developer, full-stack",24588.0,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;WebAssembly,Elasticsearch;MongoDB;MySQL;Oracle;Redis,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Redis,Arduino;AWS;Docker;Google Cloud Platform;Linux;Slack;Windows,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,Angular/Angular.js;ASP.NET;Express;jQuery,Angular/Angular.js;ASP.NET;Django;Drupal;Express;Flask;Laravel;React.js;Vue.js,,Windows,27.0,Man,Apache Spark;.NET;.NET Core;Node.js,Ansible;Chef;Cordova;.NET;.NET Core;Node.js;Pandas;Puppet;React Native;TensorFlow;Torch/PyTorch;Xamarin,Hobby,
18787,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,1,2,"Designer;Developer, back-end;Developer, front-end;Student",8520.0,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;SQL;WebAssembly,Firebase;MariaDB;MySQL;PostgreSQL,Firebase;MariaDB;MongoDB,Docker;Heroku;Slack;Windows,AWS;Docker;Heroku;Linux;Slack;Windows,Express;jQuery;Laravel;Vue.js,Angular/Angular.js;Django;Express;Flask;Laravel;React.js;Vue.js,,Windows,22.0,Man,,Flutter;Node.js,Hobby,
18798,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",10,16,,22944.0,C;HTML/CSS;JavaScript;PHP;SQL;VBA,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,MySQL;PostgreSQL;SQLite;Other(s):,MongoDB;MySQL;SQLite,Arduino;Linux;Raspberry Pi;Windows,Android;Arduino;Linux;Raspberry Pi,Express;Flask;jQuery;Laravel,Angular/Angular.js;Express;Laravel,,Windows,40.0,Man,Node.js,Node.js,Hobby,
18829,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",17,25,"Developer, full-stack;Developer, QA or test;DevOps specialist",45900.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell/PowerShell;Clojure;Go;Java;Python;R,Microsoft SQL Server;Oracle,MongoDB;Oracle;Redis,Docker;Linux,Docker;Kubernetes;Linux,Angular/Angular.js,Angular/Angular.js,,Windows,45.0,Man,Ansible;Node.js,Ansible;Apache Spark;Hadoop;Node.js;Pandas,Hobby;Contribute to open-source projects,
18851,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",8,11,"Developer, back-end",26232.0,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,Bash/Shell/PowerShell;C#;Java;JavaScript;Python;SQL,DynamoDB;Elasticsearch;Firebase;Microsoft SQL Server;MySQL,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,Android;AWS;Docker;Linux;Slack;Windows;WordPress,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack,ASP.NET;Django,Django;Flask;Ruby on Rails,,Windows,29.0,Man,Xamarin,.NET Core;Node.js,,
18880,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,23,10,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Educator",,C;HTML/CSS;Java;JavaScript;SQL,Go;Kotlin;Objective-C;Swift,Microsoft SQL Server;PostgreSQL,Oracle,Linux;Windows,Android;Arduino;Docker;iOS,jQuery;Spring,Angular/Angular.js;React.js,,Windows,31.0,Man,Node.js,React Native,,
18926,I am a student who is learning to code,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,7,Student,,Assembly;C;C#;Ruby;Scala;Other(s):,C#;HTML/CSS;JavaScript;Python;Ruby;Rust;Other(s):,MySQL,PostgreSQL,Arduino;Linux;Windows,Arduino;Linux;Windows,Vue.js,Ruby on Rails,,Windows,22.0,Man,Apache Spark;.NET;Node.js,.NET;Node.js,Hobby,
18957,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,10,"Developer, desktop or enterprise applications",27319.0,Other(s):,,Microsoft SQL Server,Microsoft SQL Server,,Microsoft Azure,,,,Windows,27.0,Woman,,,,
19118,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,5,6,"Developer, desktop or enterprise applications;System administrator",13116.0,Other(s):,Python,MySQL,MongoDB,Windows,Linux,,,,Windows,22.0,Man,,Hadoop;TensorFlow,Hobby;Contribute to open-source projects,
19173,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,6,10,"Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile;Engineer, data",19176.0,C;C#;F#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,Cassandra;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Cassandra;Elasticsearch;Firebase;MongoDB;Redis,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Microsoft Azure;Slack;WordPress,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Raspberry Pi;Slack,ASP.NET;jQuery;Spring;Vue.js,Django;Flask;Spring;Vue.js,,Linux-based,26.0,Man,Apache Spark;Cordova;Hadoop;.NET;.NET Core;Pandas;Xamarin,Apache Spark;Flutter;Hadoop;Pandas;TensorFlow,Hobby;Contribute to open-source projects,
