ResponseId,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,DevEnviron,OpSys,Age,Gender,CodingActivities,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MainBranch
22097,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,0-2 years,0-2 years,Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer;Front-end developer;Full-stack developer,7272.0,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,C#;Go;Python,MySQL;PostgreSQL,MongoDB,Linux;Raspberry Pi;Windows Desktop or Server,Android;AWS,,Django;Node.js;React;Spring;TensorFlow,Eclipse;NetBeans;Notepad++,Windows,18 - 24 years old,Male,Contribute to open-source projects,,,,,
22113,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",3-5 years,6-8 years,Data or business analyst,20964.0,JavaScript;Python;R;SQL,Python;R;SQL,PostgreSQL,MySQL,Windows Desktop or Server,Windows Desktop or Server,,,Notepad++;PyCharm;RStudio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
22150,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,12-14 years,12-14 years,Desktop or enterprise applications developer;Engineering manager;Mobile developer,,Assembly;C#;Java;JavaScript;Python;SQL;Delphi/Object Pascal;HTML;CSS;Bash/Shell,Assembly;Julia;Python;Delphi/Object Pascal,SQL Server;MySQL;PostgreSQL;SQLite,Cassandra;MongoDB;MySQL;PostgreSQL;SQLite,Drupal;Linux;Raspberry Pi;Windows Desktop or Server;WordPress,Linux;Windows Desktop or Server;WordPress,Xamarin;Spring,Xamarin,Android Studio;Emacs;Notepad++;Visual Studio,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
22154,Employed full-time,Associate degree,Fewer than 10 employees,0-2 years,0-2 years,Back-end developer;Desktop or enterprise applications developer,,Java;JavaScript;PHP;SQL;Delphi/Object Pascal;HTML;CSS,,MySQL,,AWS;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server;Firebase,,Angular;Cordova,,Android Studio;Atom;Eclipse;Notepad++;PHPStorm;Sublime Text;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
22173,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,3-5 years,6-8 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Game or graphics developer;Student,5616.0,C;C++;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,C++;C#;Clojure;Erlang;Haskell;JavaScript;Lua;Matlab;Scala;SQL;TypeScript;Kotlin;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;SQLite,SQL Server;MySQL;SQLite,Android;Arduino;Azure;Linux;Windows Desktop or Server,Android;Gaming console;Linux;Windows Desktop or Server;Firebase,Angular;Node.js,Angular;Node.js,Android Studio;Sublime Text;Visual Studio,Windows,18 - 24 years old,Male,Contribute to open-source projects,,,,,
22262,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9-11 years,12-14 years,Back-end developer,25452.0,Java;SQL;Bash/Shell,JavaScript;Python,SQL Server;MySQL;PostgreSQL;Oracle,MongoDB,Heroku;Linux;Windows Desktop or Server,Android;Arduino;Firebase,Angular;React;Spring,Spring,Eclipse;Notepad++,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
22437,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,9-11 years,9-11 years,Back-end developer;Desktop or enterprise applications developer;DevOps specialist;Embedded applications or devices developer;Engineering manager;Front-end developer;Full-stack developer;Mobile developer,23952.0,C#;JavaScript;SQL;TypeScript;HTML,C#;Go;JavaScript;Lua;TypeScript,SQL Server;SQLite,Cassandra;MongoDB;Redis,Android;iOS;Windows Desktop or Server,Android;Arduino;Gaming console,Angular;.NET Core;Cordova,Angular;.NET Core;Node.js;React,Notepad++;Sublime Text;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
22510,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,0-2 years,6-8 years,Back-end developer;Full-stack developer;Mobile developer,9732.0,C#;Java;SQL,C++;Go;JavaScript;Ocaml;Bash/Shell,SQL Server;MySQL;Oracle,Cassandra;MongoDB;Redis,Android,Linux,.NET Core;Node.js;Xamarin,Node.js,Android Studio;Atom;Eclipse;Visual Studio,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
22513,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6-8 years,9-11 years,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,17592.0,C#;JavaScript;SQL;TypeScript;HTML;CSS,C#;JavaScript;SQL;TypeScript;HTML;CSS,PostgreSQL,PostgreSQL,Windows Desktop or Server,Windows Desktop or Server,Angular;.NET Core;Node.js,Angular;.NET Core;Node.js;React,Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Contribute to open-source projects,,,,,
22679,Employed full-time,,"1,000 to 4,999 employees",9-11 years,9-11 years,Back-end developer;Desktop or enterprise applications developer,22452.0,JavaScript;PHP;HTML;CSS,C#;JavaScript;Python;Ruby;TypeScript,SQL Server;MySQL;PostgreSQL,"Cassandra;MongoDB;Redis;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Android;Linux;Windows Desktop or Server,Arduino;AWS;Azure;Heroku,,Angular;.NET Core;Node.js;React;Cordova;Xamarin,Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
22747,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,3-5 years,6-8 years,Full-stack developer;QA or test developer,28068.0,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
22756,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6-8 years,6-8 years,Back-end developer;Data or business analyst;DevOps specialist;Embedded applications or devices developer;Front-end developer;Full-stack developer;Mobile developer;System administrator,18720.0,C;C++;C#;Haskell;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,,MongoDB;SQL Server;PostgreSQL;Oracle;Elasticsearch,,AWS;Azure;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server,,Node.js;React,,Android Studio;IntelliJ;Sublime Text,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
22765,Employed full-time,Some college/university study without earning a degree,"1,000 to 4,999 employees",3-5 years,6-8 years,Back-end developer;Data or business analyst;DevOps specialist;Front-end developer;Full-stack developer,11232.0,C;C++;Go;Haskell;Java;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript;VBA;Cobol;HTML;CSS;Bash/Shell,Go;Java;Python;Rust;Scala;SQL;TypeScript;Kotlin,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Oracle;Elasticsearch,Redis;PostgreSQL;Elasticsearch,Arduino;AWS;Azure;Linux,AWS;Azure;Linux,Angular;Django;Node.js;React,Angular;Django;React,Atom;IntelliJ;PyCharm;Sublime Text;Vim,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
22937,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,3-5 years,6-8 years,Back-end developer;Front-end developer;Mobile developer,11232.0,C#;Java;JavaScript;Objective-C;TypeScript;Kotlin;HTML;CSS,C#;Clojure;Java;JavaScript;Python;Ruby;TypeScript;Kotlin;HTML;CSS,MongoDB;MySQL,Cassandra;MongoDB;MySQL;Google Cloud Storage;Elasticsearch,Android;Arduino;Heroku;Linux;Mac OS;Firebase,Android;Arduino;AWS;Heroku;Linux;Mac OS;Raspberry Pi;Firebase,Angular;Node.js;React,Angular;Node.js;React;TensorFlow,Android Studio;Visual Studio Code,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
22992,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,0-2 years,9-11 years,Front-end developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
23042,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,15-17 years,15-17 years,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer,29940.0,C#;SQL;Bash/Shell,C#;F#;JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;Oracle,"SQL Server;PostgreSQL;SQLite;Amazon DynamoDB;Memcached;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Windows Desktop or Server;WordPress,Android;AWS;Azure;Heroku;Linux;Windows Desktop or Server;WordPress;Firebase,,Angular;.NET Core;Node.js;React,Notepad++;Visual Studio,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
23077,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",12-14 years,12-14 years,Back-end developer;Full-stack developer;Mobile developer,39300.0,C#;JavaScript;PHP;SQL;HTML;CSS,C#;Go;Java;JavaScript;PHP;SQL;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)","SQL Server;MySQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;WordPress,Android;Arduino;Azure;Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server;Windows Phone;WordPress,,Angular;.NET Core;Node.js;Cordova,Notepad++;Sublime Text;Visual Studio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
23090,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,0-2 years,0-2 years,Back-end developer;Designer;Front-end developer;Full-stack developer;Student,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
23162,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,0-2 years,0-2 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,9360.0,JavaScript;PHP;Python;Ruby;TypeScript;HTML;CSS,JavaScript;PHP;Python;Ruby;TypeScript;HTML;CSS,Redis;SQL Server;PostgreSQL,Redis;SQL Server;PostgreSQL,Android;AWS;Azure;Heroku;Linux,Android;AWS;Azure;Heroku;Linux,Angular;Node.js;React;Cordova,Angular;Node.js;React;Cordova,Android Studio;PHPStorm,Linux-based,,,Hobby;Contribute to open-source projects,,,,,
23178,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,9-11 years,9-11 years,Back-end developer;Full-stack developer,,JavaScript;PHP;SQL;HTML;CSS,TypeScript,SQL Server;MySQL,,Mac OS,WordPress;Firebase,,Angular;Node.js;React,Notepad++;Sublime Text;Visual Studio Code,Windows,,,Hobby;Contribute to open-source projects,,,,,
23230,Employed full-time,Some college/university study without earning a degree,Fewer than 10 employees,9-11 years,15-17 years,Back-end developer;Database administrator;Desktop or enterprise applications developer;Embedded applications or devices developer;Front-end developer;Mobile developer;Student;System administrator,10104.0,Assembly;C;Java;JavaScript;PHP;SQL;Delphi/Object Pascal;HTML;CSS;Bash/Shell,Assembly;C;C++;SQL;Delphi/Object Pascal;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL;SQLite,PostgreSQL;SQLite,Android;Arduino;ESP8266;Linux;Raspberry Pi,Android;ESP8266;Linux;Raspberry Pi,Angular;Node.js,Angular,Android Studio;IntelliJ;Notepad++;Vim,Linux-based,35 - 44 years old,Male,Contribute to open-source projects,,,,,
23281,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,0-2 years,3-5 years,Full-stack developer,7488.0,C;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,C;C++;Go;Python;Bash/Shell,MySQL;PostgreSQL,MySQL;PostgreSQL,Mac OS,Mac OS,Django,Django;React,IPython / Jupyter;Sublime Text,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
23323,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,3-5 years,9-11 years,Embedded applications or devices developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
23355,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",0-2 years,3-5 years,Designer;Front-end developer,7488.0,Go;JavaScript;PHP;SQL;HTML;CSS,Go;Python;SQL,MySQL;PostgreSQL,,,AWS,Angular;React,,IntelliJ,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
23452,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,,30 or more years,Data or business analyst;Database administrator;Desktop or enterprise applications developer,,C;C++;JavaScript;PHP;SQL;VBA;HTML;CSS;Bash/Shell,Java;PHP;SQL;VBA;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;Oracle,SQL Server;MySQL;PostgreSQL;Oracle,Linux;Windows Desktop or Server;WordPress,Android;Linux;Windows Desktop or Server;WordPress,,,Notepad++,Linux-based,,,Contribute to open-source projects,,,,,
23489,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,0-2 years,3-5 years,Full-stack developer,16644.0,C;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,Go;JavaScript;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite;MariaDB;Amazon RDS/Aurora,MongoDB;Redis;MySQL;Amazon DynamoDB;Elasticsearch,Android;AWS;WordPress;Firebase,Amazon Echo;Arduino;AWS;Heroku;IBM Cloud or Watson;Raspberry Pi;Serverless;Firebase,Angular;Cordova,Angular;Node.js;Cordova;TensorFlow,Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
23575,Employed full-time,"Professional degree (JD, MD, etc.)",10 to 19 employees,,3-5 years,Back-end developer,,JavaScript;PHP;SQL;Visual Basic 6;HTML;CSS,JavaScript;PHP;SQL;Visual Basic 6;HTML;CSS,SQL Server;MySQL,SQL Server;Elasticsearch,Linux,Gaming console;Linux;Serverless,Cordova,React;TensorFlow,Visual Studio Code,Linux-based,,,Hobby;Contribute to open-source projects,,,,,
23846,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,,3-5 years,Back-end developer;Full-stack developer,,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,Clojure;Go;Kotlin,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB;Amazon RDS/Aurora,Memcached;Amazon RDS/Aurora;Neo4j;Elasticsearch,AWS;Linux;Mac OS;Windows Desktop or Server;WordPress,Linux;Raspberry Pi,Django;React;Cordova,Django;TensorFlow,IPython / Jupyter;Vim,MacOS,,,Contribute to open-source projects,,,,,
23939,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9-11 years,9-11 years,Back-end developer;Designer;Front-end developer;Full-stack developer;System administrator,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
24027,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,,9-11 years,Back-end developer;Educator or academic researcher;Engineering manager;Full-stack developer,,Java;JavaScript;SQL,,MySQL,,AWS;Mac OS,,Node.js;React;Spring,React;Spring,Atom;Eclipse,MacOS,,,Hobby;Contribute to open-source projects,,,,,
24130,Employed full-time,Some college/university study without earning a degree,"10,000 or more employees",6-8 years,6-8 years,Back-end developer;Full-stack developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
24140,Employed full-time,,100 to 499 employees,12-14 years,12-14 years,Back-end developer;DevOps specialist,59892.0,Java;TypeScript;Bash/Shell,Go;Java;TypeScript;Kotlin;Bash/Shell,Redis;MySQL;PostgreSQL;Elasticsearch,Redis;MySQL;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,AWS;Linux,Amazon Echo;AWS;Linux;Serverless,Angular;Spring,Angular;Spring,IntelliJ;Vim;Visual Studio Code,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
24168,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,9-11 years,15-17 years,Back-end developer;Data or business analyst;Database administrator;Designer;Desktop or enterprise applications developer;Engineering manager;Front-end developer;Marketing or sales professional;Mobile developer;Product manager;QA or test developer;System administrator,29940.0,C++;Java;JavaScript;PHP;SQL;HTML;CSS,,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle,,Android,,Angular;Spring,,Android Studio;Eclipse;Notepad++;Sublime Text,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
24172,Employed full-time,I never completed any formal education,10 to 19 employees,,3-5 years,Back-end developer;Full-stack developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
24183,Employed part-time,Some college/university study without earning a degree,Fewer than 10 employees,0-2 years,3-5 years,Back-end developer;Front-end developer;Mobile developer,3000.0,JavaScript,Java;Swift,,,Firebase,,Node.js;React,,Android Studio;Xcode,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
24185,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,15-17 years,18-20 years,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Product manager,43044.0,Java;JavaScript;SQL;HTML;CSS,Go;Groovy;Java;JavaScript;Python;SQL;HTML;CSS,PostgreSQL;SQLite;Oracle,PostgreSQL;SQLite;Oracle;Google Cloud Storage,Android;Linux;Windows Desktop or Server,Android;Linux;Windows Desktop or Server;Firebase,Node.js;Cordova,Node.js;Cordova,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
24262,Employed full-time,Associate degree,100 to 499 employees,6-8 years,6-8 years,Back-end developer;Front-end developer;Full-stack developer,20592.0,C#;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,C;C++;C#;JavaScript;PHP;Python;Bash/Shell,MySQL;PostgreSQL;Elasticsearch,"MongoDB;Redis;SQL Server;Amazon DynamoDB;Memcached;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Android,AWS;IBM Cloud or Watson,,Angular;Node.js;React,PyCharm;Sublime Text;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
24347,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,3-5 years,6-8 years,Back-end developer;Database administrator;Front-end developer;Full-stack developer,5616.0,Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS,C#;JavaScript;Python;Ruby;SQL;TypeScript;HTML;CSS,MongoDB;PostgreSQL;MariaDB,"MongoDB;SQL Server;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Firebase,Arduino;Azure;iOS;Raspberry Pi;Firebase,Angular;Node.js,Angular;.NET Core;Django;Node.js;React,NetBeans;Visual Studio Code,Windows,25 - 34 years old,Male,Contribute to open-source projects,,,,,
24361,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,,9-11 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
24567,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Fewer than 10 employees,3-5 years,9-11 years,Back-end developer;Data scientist or machine learning specialist;Front-end developer;Full-stack developer;Mobile developer,13104.0,C++;C#;Groovy;Java;JavaScript;Python;SQL;HTML;CSS,C#;Java;JavaScript;Python;SQL;HTML;CSS,SQL Server;SQLite;Google Cloud Storage,Cassandra;MongoDB;SQL Server;SQLite;Google BigQuery;Google Cloud Storage,Android;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server,Android;Linux;Windows Desktop or Server,.NET Core,Angular;.NET Core;Django;Hadoop;Node.js;React;Spark,Android Studio;Eclipse;Notepad++;Vim;Visual Studio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
