ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,Gender
30649,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2,4,"Developer, back-end",150000.0,C;C++;Go;Rust;TypeScript;Zig,OCaml;Rust;Zig,PostgreSQL,,Amazon Web Services (AWS);Google Cloud,,Elm,,Visual Studio Code;VSCodium,Visual Studio Code;VSCodium,Arch;Other Linux-based,18-24 years old,,,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,
30687,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,4,10,Product manager,12173.0,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Firebase Realtime Database;Microsoft SQL Server,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,jQuery;Vue.js;WordPress,Node.js;React;Vue.js;WordPress,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio Code,Windows,45-54 years old,,,Hobby;Freelance/contract work,
30735,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",8,12,"Developer, mobile",56260.0,Java;Kotlin;SQL,,Cloud Firestore;MySQL,,Amazon Web Services (AWS);Firebase;Google Cloud,,,,Android Studio;Sublime Text,,MacOS,35-44 years old,,,Freelance/contract work,
30738,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","5,000 to 9,999 employees",36,36,"Developer, back-end",3550.0,C#;SQL,C#;Dart;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;Oracle,Microsoft SQL Server;MongoDB;Oracle,,,,,Visual Studio,Visual Studio;Visual Studio Code,Windows,45-54 years old,.NET Framework (1.0 - 4.8),.NET Framework (1.0 - 4.8);Flutter,Professional development or self-paced learning from online courses,
30743,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,10,12,"Developer, full-stack",,Java;Python,Elixir;Java;Kotlin;Python;Rust,PostgreSQL,PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,Flask;NestJS;Node.js;Spring Boot,Angular;Phoenix;Spring Boot;Vue.js,Neovim;Visual Studio Code,Emacs;Visual Studio Code,Ubuntu,25-34 years old,Apache Kafka;NumPy;Torch/PyTorch,Micronaut,Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses,
30754,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,7,13,"Developer, full-stack",101438.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Go;Java;Kotlin;PHP;Python;SQL,Cloud Firestore;Elasticsearch;H2;MariaDB;Microsoft SQL Server;MySQL;Redis,Elasticsearch;MySQL;Redis,Amazon Web Services (AWS);Firebase;Google Cloud,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Angular;Express;jQuery;Laravel;Spring Boot,Laravel;Spring Boot,DataGrip;Goland;IntelliJ IDEA;Nano;Notepad++;PhpStorm;Visual Studio Code;WebStorm,DataGrip;Goland;Notepad++;PhpStorm;Visual Studio Code,Ubuntu;Windows Subsystem for Linux (WSL),25-34 years old,RabbitMQ;Spring Framework,Apache Kafka;Apache Spark;RabbitMQ;Spring Framework,I don’t code outside of work,
30824,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",14,16,"Developer, back-end",90686.0,Clojure;Dart;JavaScript;Python,Clojure;Python,Datomic;Dynamodb;Redis,,Amazon Web Services (AWS),,,,IntelliJ IDEA;Visual Studio Code;VSCodium,,,25-34 years old,,,I don’t code outside of work,
30899,I am a developer by profession,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,10,"Developer, back-end",,Haskell,Haskell,PostgreSQL,,Amazon Web Services (AWS),,,,Vim;Visual Studio Code,Vim;Visual Studio Code,Other (Please Specify):,25-34 years old,,,,
31037,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Student, part-time",Some college/university study without earning a degree,,,24,"Developer, full-stack",,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;JavaScript;Lisp;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;SQLite,Managed Hosting;Microsoft Azure,Managed Hosting;Microsoft Azure,Angular;ASP.NET CORE;jQuery;Node.js,Angular;ASP.NET CORE;Node.js;React,Visual Studio;Visual Studio Code,Emacs;Qt Creator;Visual Studio;Visual Studio Code,Ubuntu;Windows,35-44 years old,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ,.NET (5+) ;Electron;Flutter;GTK;Qt;React Native;Uno Platform,Hobby,
31072,I am a developer by profession,"Employed, full-time;Employed, part-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,19,Other (please specify):,,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python,Bash/Shell (all shells);JavaScript;Kotlin;Python;Swift,MongoDB;SQLite,Elasticsearch;MongoDB;SQLite,Amazon Web Services (AWS);Firebase,Amazon Web Services (AWS),Django;Node.js;React;Spring Boot,Django;Node.js;React;Spring Boot,Android Studio;PyCharm;Visual Studio Code,Android Studio;PyCharm;Visual Studio Code,MacOS;Windows,35-44 years old,Apache Kafka,,Professional development or self-paced learning from online courses;Freelance/contract work,
31084,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",6,13,Data or business analyst,12132.0,HTML/CSS;JavaScript;Python;R;SQL,Go;HTML/CSS;JavaScript;Python;R;SQL,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Django,Django,RStudio;Visual Studio Code,RStudio;Visual Studio Code,MacOS;Ubuntu,35-44 years old,Pandas;Tidyverse,Pandas;Tidyverse,Professional development or self-paced learning from online courses;School or academic work,
31104,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,16,20,"Developer, full-stack",73035.0,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,Cloud Firestore;Elasticsearch;MongoDB;PostgreSQL;SQLite,Cloud Firestore;Elasticsearch;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure,Angular;Node.js;React;Spring Boot,Angular;Node.js;Spring Boot;Vue.js,Android Studio;IntelliJ IDEA;Vim;Visual Studio Code;VSCodium;Xcode,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Vim;Visual Studio Code;Xcode,Android;MacOS;Ubuntu,35-44 years old,Flutter;RabbitMQ;React Native;Spring Framework;SwiftUI,Apache Kafka;Apache Spark;CUDA;Flutter;Hadoop;Keras;NumPy;Opencv;Pandas;Quarkus;RabbitMQ;Spring Framework;SwiftUI;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
31134,"I used to be a developer by profession, but no longer am",Retired,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,10,20,,,Python,Python;SQL,,,Cloudflare,Google Cloud,,,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Android;Windows,65 years or older,,,,
31154,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,10,11,"Developer, front-end",92309.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,,,,,Lit,Angular;Lit,Visual Studio Code,Visual Studio Code,Windows Subsystem for Linux (WSL),25-34 years old,,,Hobby,
31236,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,17,18,"Senior Executive (C-Suite, VP, etc.)",60863.0,Elixir;Ruby,Clojure;Elixir;Ruby,Elasticsearch;InfluxDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,BigQuery;Datomic;Elasticsearch;Neo4J,Amazon Web Services (AWS);Google Cloud;Heroku;OpenShift,,Elm;jQuery;Phoenix;React;Ruby on Rails;Vue.js,Phoenix;Ruby on Rails;Vue.js,Vim,Vim,,35-44 years old,RabbitMQ,,Hobby;Bootstrapping a business;School or academic work,
31241,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,15,10,Other (please specify):,,Ruby,Ruby,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Heroku,Amazon Web Services (AWS);Heroku,Ruby on Rails,Ruby on Rails,Visual Studio Code,Visual Studio Code,MacOS,25-34 years old,RabbitMQ,RabbitMQ,Freelance/contract work,
31243,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,"1,000 to 4,999 employees",13,15,Other (please specify):,32460.0,HTML/CSS;Java;JavaScript;Python,Python;Rust,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Dynamodb;Elasticsearch;MongoDB;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),FastAPI;Flask;React;Spring Boot,FastAPI;React,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),35-44 years old,Spring Framework,,Contribute to open-source projects;Professional development or self-paced learning from online courses,
31321,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,1,2,"Developer, full-stack",10144.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,Rust;TypeScript,Elasticsearch;MySQL;PostgreSQL;Redis,Firebase Realtime Database;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,React;Ruby on Rails,React;Ruby on Rails,Visual Studio Code,Vim,Ubuntu,25-34 years old,,,Professional development or self-paced learning from online courses,
31344,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","10,000 or more employees",1,5,Student,4260.0,Bash/Shell (all shells);C#;C++;Dart;Java;MATLAB;Python,Go;JavaScript;Python;R,MySQL,Oracle,Amazon Web Services (AWS);Heroku;IBM Cloud Or Watson,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Node.js,NestJS;Next.js;Node.js,Code::Blocks;Eclipse;Notepad++;PyCharm;Qt Creator;Sublime Text;Vim;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Android;Cygwin;Debian;iOS;Ubuntu;Windows,18-24 years old,Flutter,Opencv;OpenGL;Pandas,Hobby;Professional development or self-paced learning from online courses;School or academic work,
31387,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,2,3,"Developer, full-stack",8115.0,HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;Java;Python,H2;PostgreSQL,H2;MongoDB;PostgreSQL,,,NestJS;React,React,Android Studio;IntelliJ IDEA;Visual Studio Code,Android Studio;IntelliJ IDEA;PyCharm;Visual Studio Code,MacOS,25-34 years old,Spring Framework,Spring Framework,Professional development or self-paced learning from online courses;School or academic work,
31442,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",15,21,"Developer, back-end",,Bash/Shell (all shells);Go;Java;Kotlin;Python;SQL,Bash/Shell (all shells);Go;Rust;SQL,Elasticsearch;PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Cloudflare;Fly.io,Spring Boot,,IntelliJ IDEA;Vim;Visual Studio Code,DataGrip;Goland;Vim;Visual Studio Code,MacOS,35-44 years old,Apache Kafka,Apache Kafka,Hobby,
31471,I am a developer by profession,"Employed, part-time;Student, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,5,"Developer, back-end",,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),C#;C++;Go;Java;Kotlin;Lisp;Python;Rust,Cosmos DB;Elasticsearch;Microsoft SQL Server,Cassandra;Datomic;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Snowflake,Heroku;Microsoft Azure,Digital Ocean;Microsoft Azure,ASP.NET;ASP.NET CORE;Express;Flask;jQuery;Spring Boot,Spring Boot,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Neovim;Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,CLion;Goland;IntelliJ IDEA;PyCharm;Visual Studio Code,Ubuntu;Windows,25-34 years old,.NET Framework (1.0 - 4.8);CUDA;Ktor;NumPy;Pandas;Qt;Scikit-Learn;Spring Framework;Torch/PyTorch,.NET Framework (1.0 - 4.8);Apache Kafka;Apache Spark;CUDA;Ktor;NumPy;Scikit-Learn;Spring Framework;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
31599,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,5,20,Security professional,14607.0,Julia;MATLAB;Python;R,Julia;MATLAB;Python;R;SQL,,,,,,,Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,Arch,35-44 years old,CUDA;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,CUDA;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,School or academic work;Other (please specify):,
31609,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,,,Bash/Shell (all shells);Go;Haskell;HTML/CSS;JavaScript;Julia;Rust;TypeScript,Haskell;HTML/CSS;Kotlin;Lisp;Rust,Firebase Realtime Database,SQLite,Cloudflare;Firebase;Netlify;Render;Vercel,Cloudflare;Fly.io;Hetzner;Netlify;Vercel,Next.js;Svelte,Deno;Svelte,Emacs,Android Studio;Emacs,Other Linux-based;Other (Please Specify):,Under 18 years old,React Native,,,
31693,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",7,10,"Developer, full-stack",39561.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,Dynamodb;MySQL,Dynamodb;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Angular;Node.js,Angular;Node.js,WebStorm,WebStorm,Ubuntu,25-34 years old,,,I don’t code outside of work,
31703,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,3,6,"Developer, back-end",10144.0,C#;C++;Python,C#;Elixir;Erlang;F#;Go;Python;Rust;Solidity,Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,Google Cloud,Google Cloud;Microsoft Azure;Vercel,ASP.NET;ASP.NET CORE;jQuery;Node.js;React,ASP.NET CORE;Elm;Node.js;React;Ruby on Rails,Jupyter Notebook/JupyterLab;Visual Studio;Visual Studio Code,Emacs;Jupyter Notebook/JupyterLab;Neovim;Rider;Vim;Visual Studio;Visual Studio Code,Ubuntu;Windows;Windows Subsystem for Linux (WSL),18-24 years old,.NET (5+) ;NumPy;Opencv;RabbitMQ,.NET (5+) ;Apache Kafka;NumPy;Opencv;RabbitMQ;React Native,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
31741,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,20 to 99 employees,12,17,"Developer, full-stack",43821.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript,Dart;Rust,Cloud Firestore;Microsoft SQL Server;MongoDB;RavenDB,SQLite,Firebase;Oracle Cloud Infrastructure (OCI),,AngularJS;Node.js;Svelte;Vue.js,Solid.js,Android Studio;DataGrip;Goland;IntelliJ IDEA;WebStorm,Vim,,35-44 years old,Spring Framework,Flutter,Hobby,
31758,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Less than 1 year,8,"Developer, back-end",8281.0,,,Microsoft SQL Server,PostgreSQL,,,,,Jupyter Notebook/JupyterLab;Visual Studio Code,Visual Studio Code,Ubuntu;Windows,25-34 years old,,,Professional development or self-paced learning from online courses;School or academic work,
31795,I am a developer by profession,"Employed, full-time","Associate degree (A.A., A.S., etc.)",10 to 19 employees,1,2,"Developer, back-end",9738.0,Java,Ruby,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Heroku,Amazon Web Services (AWS);Heroku,Ruby on Rails,Ruby on Rails;Vue.js,Visual Studio Code,Visual Studio Code,Ubuntu,18-24 years old,,,I don’t code outside of work,
31811,I am a developer by profession,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,2,5,"Developer, front-end",10444.0,Dart;JavaScript;Lua;PHP;Python;SQL;TypeScript,Dart;GDScript;Go;Java;JavaScript;PHP;Python;SQL;TypeScript,SQLite,SQLite,,,Django;Node.js;React,Django;Laravel;Node.js;React;Solid.js;Spring Boot,Micro;Neovim;Sublime Text;Visual Studio Code,Micro;Neovim;Sublime Text;Visual Studio Code,Ubuntu,18-24 years old,Flutter,Flutter,Hobby;Professional development or self-paced learning from online courses;School or academic work,
31882,I am a developer by profession,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,2,"Developer, full-stack",,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;Python;TypeScript,Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Vercel,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;Vercel,AngularJS;Express;jQuery;Laravel;Node.js;React;Vue.js;WordPress,Deno;Django;Express;FastAPI;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js,Notepad++;Visual Studio Code;WebStorm,Notepad++;PyCharm;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),25-34 years old,,,Professional development or self-paced learning from online courses;School or academic work,
31894,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,20 to 99 employees,9,12,"Developer, full-stack",23858.0,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Kotlin;SQL,Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud,Amazon Web Services (AWS);Digital Ocean,ASP.NET CORE;Express;Node.js;React;Svelte,ASP.NET CORE;Blazor;Node.js;Svelte,Android Studio;Notepad++;Rider;Visual Studio;Visual Studio Code,Android Studio;Neovim;Notepad++;Rider;Visual Studio Code,Android;Ubuntu;Windows,25-34 years old,.NET (5+) ;Flutter;React Native,.NET (5+) ;.NET MAUI;React Native,Bootstrapping a business;Freelance/contract work,
31916,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,10 to 19 employees,6,6,"Developer, full-stack",101438.0,JavaScript;Ruby,JavaScript;Ruby,PostgreSQL,PostgreSQL,Heroku,,Ruby on Rails;Vue.js,Ruby on Rails;Vue.js,Vim,Vim,Arch,25-34 years old,,,I don’t code outside of work,
